team,match,alliance,ltc,autonParking,autonConesScoredLow,autonConesScoredMiddle,autonConesScoredHigh,autonCubesScoredLow,autonCubesScoredMiddle,autonCubesScoredHigh,teleopConesScoredLow,teleopConesScoredMiddle,teleopConesScoredHigh,teleopCubesScoredLow,teleopCubesScoredMiddle,teleopCubesScoredHigh,dropped,failed,outcome,defenseRating
254,5,blue,yes,Parked With Balancing,0,1,0,1,0,0,0,0,0,10,0,0,0,0,win,1
