team,match,alliance,zone,ltc,autonParking,autonConesScoredLow,autonConesScoredMiddle,autonConesScoredHigh,autonCubesScoredLow,autonCubesScoredMiddle,autonCubesScoredHigh,teleopConesScoredLow,teleopConesScoredMiddle,teleopConesScoredHigh,teleopCubesScoredLow,teleopCubesScoredMiddle,teleopCubesScoredHigh,dropped,failed,outcome,speed,defenseRating,endgameParking
2584,3,red,2,yes,Failed,0,1,0,2,0,0,0,1,1,1,1,0,8,1,loss,medium,2,Parked Without Balancing
