autonConesScoredLow,autonConesScoredMiddle,autonConesScoredHigh,autonCubesScoredLow,autonCubesScoredMiddle,autonCubesScoredHigh,teleopConesScoredLow,teleopConesScoredMiddle,teleopConesScoredHigh,teleopCubesScoredLow,teleopCubesScoredMiddle,teleopCubesScoredHigh,dropped,failed
0,0,0,0,0,0,0,0,0,7,4,0,2,0
